East Midlands,East of England,East Scotland,London,North East England,North Scotland,North West England,South East England,South West England,West Midlands,West Scotland,Yorkshire and Humber,Isle of Man,Northern Ireland,Wales
696.4867987,585.3075111,1133.204387,575.8312546,TRUE,1495.217387,1208.854524,694.5521061,963.1365971,758.7833586,1609.451686,TRUE,1231.730748,1114.949737,1336.672135
591.0528062,539.9494212,1036.946111,594.1058178,FALSE,1526.628951,1173.111771,661.949409,786.7525612,687.9806505,1502.706522,TRUE,1141.203977,1124.023847,1313.687177
730.0101607,675.2688732,1104.708629,655.4564389,FALSE,1401.869841,1235.890894,818.3276157,940.5207738,726.00865,1484.4303,TRUE,1222.785256,1048.22898,1313.894547
736.0166598,690.8547556,1162.08044,667.679539,FALSE,1556.957778,1239.65768,844.2719324,1175.601985,860.5698977,1499.558856,TRUE,1296.744821,1115.704623,1565.395428
576.9459557,580.2111131,1006.817772,605.8922406,FALSE,1519.951931,1167.655194,733.8996565,911.8622895,593.0084724,1502.428489,TRUE,1052.462771,961.7326452,1316.37424
885.7020573,775.9405669,1197.631924,696.1006413,FALSE,1685.676315,1325.225985,906.8212294,1269.921388,933.2031752,1600.509777,TRUE,1227.318023,1214.801869,1562.056083
616.4762524,539.767137,1015.371573,575.387828,FALSE,1443.967528,1104.086206,747.6752773,987.8405879,762.0494222,1397.371127,TRUE,1092.887513,1058.053375,1414.50921
674.6725026,633.2649566,1140.591808,660.6590274,TRUE,1558.998583,1212.250331,832.442104,1175.050129,765.4084427,1517.773233,TRUE,1140.36866,1077.817767,1433.119105
745.688894,692.7251784,1154.634445,806.3205558,FALSE,1337.132067,1094.492982,940.3349132,1149.744191,825.6696918,1292.838047,TRUE,1197.064545,1035.804038,1358.176653
771.2765021,746.4709531,1453.38973,804.9120911,FALSE,1612.099362,1262.769741,890.1610158,1146.178548,749.8334579,1629.156225,TRUE,1311.725873,1180.289292,1394.306732
633.6069076,623.6249188,970.4368848,696.8376573,TRUE,1583.271657,1130.238721,752.6717037,929.7086569,713.8434614,1440.563635,TRUE,1227.345339,1164.892002,1265.134108
665.4552458,669.0448137,1083.766126,749.2376967,FALSE,1618.976503,1362.650482,754.2934111,1045.782869,723.6926548,1652.826173,TRUE,1482.083346,1195.672229,1520.584076
760.4259864,659.5305121,1002.833135,645.5066676,FALSE,1414.061568,1052.961749,778.0889639,1032.363255,743.0059723,1306.992471,TRUE,1182.319471,1071.858399,1289.151519
693.2060491,547.2641197,1180.972769,594.5045229,FALSE,1535.625109,1288.527382,709.6746313,1050.110308,820.8544037,1693.460559,TRUE,1379.324712,1243.225197,1637.629797
449.6070502,344.9115433,979.4372684,346.9817446,FALSE,1565.14776,1065.441952,397.9280508,601.6565492,488.3850879,1603.91781,TRUE,1168.779681,1001.394766,1074.471825
744.3552477,633.6667948,1013.217622,632.6694235,FALSE,1439.244601,1171.96487,757.129471,1023.881851,759.8100084,1401.467265,TRUE,1207.562618,1061.215092,1310.815523
731.1075005,611.05327,1241.709716,664.9929969,FALSE,1747.261165,1476.915172,794.7436691,1049.458318,799.0895157,1846.407194,TRUE,1392.262408,1316.294663,1573.45503
726.4950965,724.4386788,1170.132097,825.5613744,TRUE,1508.96423,1288.472932,936.4682472,1261.338667,917.9467033,1516.283419,TRUE,1539.258093,1233.179781,1591.824141
647.4628908,598.9391033,1138.406993,649.3158222,FALSE,1411.485139,1194.323283,838.5801573,1076.73334,747.841507,1438.731647,TRUE,1126.352847,1061.139837,1386.332524
644.3087321,611.4115684,1277.446588,701.7335094,FALSE,1546.958122,1248.274433,758.9963295,929.4599563,714.7665958,1665.182738,TRUE,1146.792299,1066.663345,1316.903271
794.1770078,745.2961336,1300.612552,835.4183799,TRUE,1584.857266,1356.046251,977.8869197,1165.697373,883.0334517,1687.301714,TRUE,1406.327815,1049.481895,1595.031807
699.657986,613.6013442,1389.507837,684.2942286,FALSE,1733.038853,1555.163748,817.1027597,1089.367201,781.8294615,1958.190183,TRUE,1679.79071,1369.293101,1673.54662
598.5576484,537.5015149,1061.920065,587.2616334,FALSE,1442.082075,1223.96981,730.6790084,1086.057851,741.9221456,1635.878004,TRUE,1314.648812,1120.016443,1459.316449
802.2327976,675.1957745,1237.657012,675.8354743,FALSE,1516.644268,1337.589537,789.2597348,1121.295274,920.8974177,1627.314876,TRUE,1549.965648,1159.726455,1592.775964
776.60108,630.606346,1139.221251,623.6702413,FALSE,1447.035185,1338.812473,712.8561562,1025.90571,870.0565328,1548.160311,TRUE,1470.293393,1179.275985,1459.968292
683.0706407,576.6383928,1170.682362,595.7164145,FALSE,1634.727388,1240.374664,727.824979,1032.382052,799.2991942,1622.385226,TRUE,1336.682151,1033.136041,1395.337753
553.341524,470.6645109,889.3386649,459.1387326,FALSE,1180.03696,871.6456885,588.0265033,782.1991218,583.6019166,1183.18062,TRUE,962.8275006,780.2951409,1012.579732
563.0289682,499.7841515,1232.496183,546.0439758,FALSE,1581.889491,1157.72521,706.4127794,942.641937,627.7819233,1602.375335,TRUE,1335.010016,1106.948914,1298.467237
728.2070551,642.915756,1162.223584,698.972701,FALSE,1645.575346,1238.635028,917.6157909,1111.831947,792.449345,1543.242475,TRUE,1251.522098,1046.066161,1437.710805
729.9417218,675.944942,1039.559677,664.0612631,FALSE,1332.570576,1178.70618,794.6842927,1032.987442,819.5088528,1440.703918,TRUE,1462.031051,1137.628267,1415.038094
732.9083644,744.2196669,1108.610025,782.1611874,FALSE,1161.046045,957.5389537,912.4260624,1096.099784,759.3368044,1283.933465,TRUE,1309.22831,1043.833092,1216.621743
643.6732215,513.8405534,1275.076405,526.0557175,FALSE,1972.989898,1377.997759,639.0247194,952.5337003,677.5961137,1892.78685,TRUE,1448.335529,1181.149685,1433.201576
778.6792814,753.988407,1108.823258,778.8582744,FALSE,1381.217544,1154.283495,886.3234529,1102.46944,820.7026676,1396.86283,TRUE,1119.959497,1030.583574,1471.33215
690.6402667,600.6169722,1089.497167,658.631073,FALSE,1443.746459,1098.221012,751.3440422,982.0388882,796.4741581,1430.996581,TRUE,1372.996245,1150.863107,1317.718698
735.1484016,615.8580498,1036.610635,685.2397721,TRUE,1256.623885,927.5107,733.7956739,878.204948,756.5798188,1158.601215,TRUE,1042.241232,982.0210351,1130.0517
597.9452738,594.6405832,1010.772308,594.480621,FALSE,1533.545174,1123.116721,699.0308331,931.8933754,644.6365654,1548.681261,TRUE,1372.763883,1185.378047,1271.556628
547.8697707,482.2094316,1115.313724,548.810922,FALSE,1680.234589,1266.425527,632.7239315,955.1251292,666.9072639,1661.937381,TRUE,1292.084579,1106.092658,1382.222958
712.8556113,580.1837746,1130.960367,550.8087703,FALSE,1565.740698,1269.864293,657.6248085,933.2994073,699.7544968,1579.247996,TRUE,1389.517394,1142.2409,1334.964348
585.4793551,547.6424074,1207.829754,534.1116562,FALSE,1389.527666,1073.223061,641.9721169,925.1062928,690.9650478,1456.540481,TRUE,1092.421189,1030.547258,1291.784164
800.6481852,714.9256099,1115.153027,753.7610986,FALSE,1460.700892,1307.229335,888.9944734,1204.039219,866.5828772,1473.365721,TRUE,1244.500453,1139.152746,1575.592623
566.8840738,488.9933804,1119.902197,526.6076856,FALSE,1375.631095,1075.284573,620.2489739,900.0970619,663.3327204,1446.512651,TRUE,1335.393291,1093.777231,1267.124594
712.5776244,603.530114,1371.093151,612.2549492,FALSE,1789.577612,1292.836052,751.2056998,1039.582554,812.5330679,1923.304483,TRUE,1550.620219,1169.122117,1562.479889
601.382914,490.3560721,1060.822081,506.2156116,FALSE,1843.320122,1148.630598,637.0402953,842.8025713,628.9623128,1675.009281,TRUE,1165.4794,1039.197518,1240.673163
714.5346013,656.053358,1187.107012,661.5071725,FALSE,1774.486574,1343.909567,802.8059962,1168.534907,767.842826,1712.381218,TRUE,1439.882041,1235.793659,1591.953251
799.4725856,731.4698265,1211.951713,846.9567943,FALSE,1559.029875,1349.498537,1025.163059,1173.659684,883.1484778,1591.810839,TRUE,1381.303158,1076.97337,1575.254127
621.689939,626.6330189,969.8702744,643.835716,TRUE,1472.561464,1083.036598,751.6627199,1037.241855,715.0419146,1359.971987,TRUE,1155.386119,937.9718096,1312.93543
566.9685517,504.5473663,961.948182,530.2602641,FALSE,1557.289803,1086.030935,602.5947053,775.0166816,620.1040787,1464.28626,TRUE,1196.361916,836.5489411,1205.79213
824.8018335,679.0100154,1388.913213,693.3525011,FALSE,1780.431002,1642.626449,834.8559385,1131.49564,887.6305993,1988.005592,TRUE,1623.400369,1272.210628,1768.156752
578.0722866,518.5952538,842.3531052,547.3977454,FALSE,1277.04928,924.1680469,669.2905354,892.8075099,678.215934,1241.721928,TRUE,1186.993234,977.3374624,1175.378223
692.0775409,578.7274611,1134.387748,627.9439403,FALSE,1663.067579,1150.368265,690.6923636,875.8970003,678.5408725,1409.579741,TRUE,1105.121264,1049.677248,1203.871612
685.4244201,580.0454615,1135.752014,574.5022817,FALSE,1667.29427,1222.540484,712.8904738,973.132194,742.8311122,1535.036606,TRUE,1317.34055,1123.175721,1487.489665
806.5583875,742.8933932,1176.091515,809.9500482,FALSE,1365.574198,1247.122584,884.0793391,1124.279263,914.4947721,1431.36353,TRUE,1461.55029,1221.616997,1535.954743
520.3630733,480.6610708,978.9984914,503.1168842,FALSE,1513.27429,1048.779263,694.9925982,1063.254189,690.9974372,1393.064127,TRUE,1166.233869,960.7201316,1335.497272
901.9260003,769.1726804,1239.489658,807.5130564,FALSE,1157.659195,1323.311579,1052.010933,1363.397608,1025.225601,1511.807589,TRUE,1534.729448,1214.106537,1697.751354
630.17696,604.8040174,1105.246324,628.9118938,FALSE,1608.163231,1234.739462,727.1011589,940.3296095,678.766628,1668.633443,TRUE,1268.367739,1100.240515,1360.804138
564.8289996,527.6904655,1128.955538,575.8923915,FALSE,1635.016603,1157.916667,668.4551947,853.806443,653.4675988,1613.812156,TRUE,1085.283487,1022.145979,1256.05949
609.8319517,571.8640821,1163.682849,593.7586446,FALSE,1247.563235,1121.550454,753.7521054,984.9716628,640.7112401,1439.229831,TRUE,1175.675057,1084.3398,1231.044427
513.5430605,489.6189005,928.714875,550.7403186,FALSE,1465.618097,1044.416477,632.6830589,752.0799048,548.0285479,1448.07953,TRUE,1104.301155,998.0379043,1112.985764
818.4373404,695.1382199,1112.826646,705.3251765,TRUE,1521.42217,1236.809569,794.9761012,1089.571044,833.5443488,1564.708811,TRUE,1261.659217,1164.800658,1493.067533
804.8027093,683.6018869,1214.079707,740.0576543,FALSE,1629.149569,1319.342174,894.1785949,1115.196519,874.659768,1572.339598,TRUE,1444.227062,1265.967474,1504.547131
675.4793643,605.1596947,1173.510181,706.4946355,FALSE,1828.2932,1428.244814,834.7525278,1098.677534,789.4085768,1712.070204,TRUE,1362.712249,1198.901042,1589.262277
772.9355033,695.0910238,1075.733129,783.3820623,FALSE,1322.328035,1236.571598,852.4164437,1037.23751,813.7654177,1420.549236,TRUE,1433.47323,1077.715817,1362.700878
743.6023136,616.5766684,997.2829458,563.5901349,FALSE,1393.612908,1081.997311,705.9292217,958.7397726,782.7659584,1253.914029,TRUE,1079.676725,992.6810246,1269.07575
667.8500979,616.3568716,1122.756089,656.7953297,FALSE,1716.476127,1209.777115,766.5748834,1023.615627,774.0908254,1607.605437,TRUE,1222.888358,1138.74741,1468.606187
607.4751455,565.0882304,899.8078483,624.2965399,FALSE,1415.798967,958.901544,692.9976841,891.2850692,707.6301909,1252.802416,TRUE,1064.037392,897.144887,1189.181132
627.9181186,479.6090182,954.7603621,495.8390032,FALSE,1248.088456,1138.312682,676.5364681,1058.530868,754.8216362,1446.200203,TRUE,1264.646683,1035.517285,1409.700403
607.6628462,497.4922853,840.3502737,501.2474357,FALSE,1619.392355,981.5984618,547.8980337,770.8070967,616.8493109,1337.418672,TRUE,1017.426153,959.6008139,1144.101161
691.3285728,672.4489142,1164.680391,773.5739488,FALSE,1669.117973,1273.698476,944.970166,1218.333314,743.6383968,1669.163702,TRUE,1279.67771,1118.277078,1608.901803
536.2105493,554.4015372,926.5337725,608.9684467,TRUE,1457.927697,1023.18977,701.5738343,792.7282815,553.666718,1375.405498,TRUE,1070.944964,839.7994538,1119.764383
554.9703549,513.3156089,1103.937698,503.4567332,FALSE,1397.941926,1048.804405,650.4593237,883.7738635,678.5240978,1464.393052,TRUE,1298.038933,1044.880199,1123.796096
699.8728204,571.4811825,1163.965953,665.2825881,FALSE,1526.311541,1197.81181,790.5295793,1045.032568,790.6583989,1628.775359,TRUE,1311.474273,1072.403956,1458.964821
725.3466905,614.7035968,1192.607317,634.7102225,FALSE,1487.223915,1156.626838,695.0452103,935.3759131,700.3952427,1512.124542,TRUE,1355.788038,1114.387176,1274.021921
751.5461309,667.5888821,1152.671139,741.2512729,FALSE,1730.176126,1269.589606,827.1731356,1087.825689,775.765214,1661.509995,TRUE,1255.299984,1153.980378,1490.868129
774.6598468,587.6691,1142.450722,594.3220215,FALSE,1671.050935,1384.489684,749.0263703,1025.048719,807.2712036,1719.15741,TRUE,1474.44957,1174.984025,1456.907669
738.946226,652.6296661,1095.424917,696.3723795,FALSE,1743.050241,1372.850712,811.439721,1111.579572,802.9081249,1694.932025,TRUE,1430.895912,1223.738112,1534.845609
698.958289,656.0392831,1276.966637,714.0017401,FALSE,1781.793225,1295.089507,807.5248835,1096.304898,781.7636503,1865.132905,TRUE,1456.61866,1166.459248,1544.347761
661.4054098,566.4124219,1090.349922,568.0954184,FALSE,1741.797017,1220.360701,679.5049979,925.7806743,720.3657777,1573.580815,TRUE,1172.301211,959.175631,1406.081932
676.4062697,636.6972489,1230.054123,669.5541706,FALSE,1554.321276,1146.922251,785.0405902,1012.571305,740.4059569,1564.081498,TRUE,1213.040064,1067.670627,1330.603672
660.593925,582.6797035,1264.592345,584.2534712,FALSE,1583.888301,1197.283574,718.7283371,959.9546153,729.3197247,1654.298627,TRUE,1349.90243,1132.338537,1404.867837
742.552285,641.4312636,1221.239532,684.9710177,FALSE,1799.406865,1311.139529,806.4141807,1118.639141,784.416695,1864.906607,TRUE,1192.772157,1195.423904,1564.355734
715.9475153,703.7825106,1070.698732,702.0348103,TRUE,1417.011645,1253.855868,771.8321657,903.5272711,733.6066814,1576.154393,TRUE,1301.004257,982.5138112,1359.054074
675.7732626,629.0489325,1247.02306,609.9979992,FALSE,1711.98629,1314.7663,696.7056682,1002.186326,732.4945136,1810.96651,TRUE,1310.969444,1240.763618,1476.639422
625.7963882,539.0093027,981.1866078,570.4866136,FALSE,1790.853118,1074.176791,661.4474097,951.4053825,706.5111009,1604.113549,TRUE,1116.268852,987.885912,1344.762143
557.5001298,483.1034809,1301.078143,505.1579,FALSE,2234.942268,1257.17878,634.805352,932.7585327,653.2725968,2035.659823,TRUE,1212.623026,1264.805812,1386.095553
523.9728789,479.4596528,1108.224072,548.3326737,FALSE,1597.630198,1107.8309,663.6003609,913.9745485,631.3869285,1657.777388,TRUE,1095.38878,1032.70787,1293.059355
774.7808325,700.1847547,1213.404415,693.0087605,FALSE,1998.356754,1234.837159,804.5497063,985.4763893,832.2145006,1913.931848,TRUE,1224.022884,1174.799792,1465.453648
771.6352071,718.7874776,1247.822561,690.0796716,FALSE,1569.49575,1155.932214,836.859764,1124.447212,775.0838596,1623.723026,TRUE,1327.393238,1154.685799,1424.583003
735.3786228,617.1352225,1176.664538,666.6820369,FALSE,1803.495631,1339.816935,849.0698907,1187.76391,803.5467659,1852.055097,TRUE,1286.406423,1158.224678,1629.637807
551.3524902,548.8822087,1161.551265,580.366694,FALSE,1691.988844,1012.362199,724.4727048,1005.474473,661.6731874,1559.94952,TRUE,1059.867721,1068.870551,1245.711018
523.5965069,457.3634154,1007.704057,459.8737183,FALSE,1339.841799,947.3557533,593.5100203,899.7919102,597.2189829,1469.865704,TRUE,1154.58528,1082.34209,1193.260339
660.1157176,533.5268921,1126.958554,532.4846128,FALSE,1582.398695,1100.853495,708.5451909,990.84046,713.0352504,1515.024321,TRUE,1066.875046,1044.484619,1308.518821
786.937228,712.3866788,1346.768224,728.0860358,TRUE,1929.770987,1403.188273,848.6609227,1189.40764,841.2700624,1928.074255,TRUE,1399.705645,1264.575737,1709.453335
765.195084,669.8520638,1264.36435,667.1290835,TRUE,1978.264538,1335.822258,808.3530409,1178.119725,915.7186896,1915.648859,TRUE,1183.199292,1251.393643,1635.441794
875.8540921,778.2207919,1389.454326,904.6876761,TRUE,1803.996412,1576.623366,1075.591792,1340.985603,983.1781842,1897.277683,TRUE,1484.462545,1235.553618,1880.117127
737.6297873,778.1981272,1036.624909,788.7669243,FALSE,1467.896495,1100.196416,856.5288507,965.7607438,765.2082651,1368.69194,TRUE,1151.939537,896.5054712,1345.997905
820.2708311,706.6666189,1473.527912,833.9834735,FALSE,1575.013571,1408.698025,963.8081427,1257.558737,845.3778516,1864.728456,TRUE,1627.00771,1409.804684,1624.123881
557.5053324,516.458582,864.0935744,493.8923334,FALSE,1381.583467,996.0362419,624.319782,801.8354975,580.4926112,1331.482333,TRUE,980.4571649,936.0622836,1136.446392
779.6142815,677.7061541,1257.86277,639.0871495,FALSE,1918.526233,1348.1775,741.5695354,996.7046267,791.5197037,1822.700582,TRUE,1209.178009,1088.872213,1483.619053
599.0956158,530.1522327,1188.410509,472.1131119,FALSE,1842.599047,1122.935017,588.5822025,897.7316218,678.4379683,1611.415705,TRUE,1165.951769,1071.449559,1300.054873
681.2268537,606.44746,1216.366319,637.7877703,FALSE,1824.668529,1334.855686,772.7238066,966.0943414,734.6284336,1856.836046,TRUE,1386.639086,1156.455597,1465.890577
806.640999,689.4307641,1192.446684,663.1723914,FALSE,1820.85473,1283.752759,835.4321137,1137.498443,917.4387902,1629.975575,TRUE,1097.267948,1093.512539,1482.299115
786.9880729,685.0493508,1350.63086,652.8603342,FALSE,1859.238951,1470.897927,836.2647382,1152.175583,894.8398473,1920.545695,TRUE,1416.919094,1273.945128,1660.570209
674.8928563,595.5507913,1329.993884,682.4361344,FALSE,1786.818976,1328.532206,798.3473875,1091.109799,747.1440724,1915.789301,TRUE,1405.623378,1255.849897,1493.069757
609.845095,585.0027836,1099.818125,562.7243512,FALSE,1292.518322,982.1954737,685.0101312,818.9157486,608.4498296,1334.089679,TRUE,1178.823699,1040.374496,1126.288809
483.4985701,453.2681581,1396.742429,514.8035429,FALSE,2003.403071,1355.730322,604.3948023,843.9856414,515.546752,2187.108236,TRUE,1232.62867,1257.620325,1284.454088
954.2360054,809.8679455,1310.26181,812.0614452,FALSE,1641.809968,1590.269994,983.4686316,1371.948919,1014.313608,1859.560105,TRUE,1580.716293,1177.733501,1698.402475
633.424341,560.6643623,1098.072859,648.15551,FALSE,1600.769824,1143.850369,785.7729147,1030.440738,761.190056,1653.187724,TRUE,1254.310315,1134.651892,1339.74977
790.8924166,735.6981919,1388.385739,818.2350764,FALSE,1867.701853,1303.25175,1009.944437,1218.491936,905.6333287,1948.305513,TRUE,1508.156386,1291.690783,1547.861459
624.6773229,583.3859426,1405.491185,578.7765722,FALSE,1989.620354,1500.859476,720.38373,1006.808534,706.8464498,2112.248091,TRUE,1366.985964,1317.134978,1564.87311
700.0786489,588.2906555,1183.782941,608.0989787,TRUE,1630.053687,1245.142665,710.8329902,947.7030376,753.4655946,1620.361845,TRUE,1233.420624,1047.566208,1367.500467
668.1096055,603.287518,1062.290117,615.8935561,FALSE,1719.627536,1361.100963,706.4686673,971.5281108,683.2137543,1752.455291,TRUE,1425.938732,1144.919679,1409.307056
640.0053071,555.7843095,1054.239651,615.6623363,TRUE,1493.889587,1107.424509,737.5256452,1021.405822,703.0800238,1642.400095,TRUE,1300.762224,1077.405907,1366.119643
913.1995904,628.970059,1222.110095,688.6266125,FALSE,1711.928305,1444.492257,832.5207116,1158.169842,943.680369,1709.182739,TRUE,1449.289504,1209.596552,1599.723275
